Age,Revenu_Mensuel_Estime,Score_Fidelite,Sensibilite_Promo,Panier_Moyen,Frequence_Achat_Mois,Temps_Session_Sec,Score_Tech_Device,Taux_Abandon_Panier,Note_Satisfaction,Nombre_Pages_Vues,Jours_Depuis_Dernier_Achat
21,3129.83,56,0.43,391.41,1,198.49,0.0,0.28,2,6,148
38,3757.27,22,0.55,591.22,1,485.88,0.0,0.42,4,16,249
64,4138.71,23,0.31,541.72,1,307.89,0.0,0.31,3,10,246
59,5359.29,60,0.42,808.39,2,484.92,0.0,0.41,4,16,122
40,6522.53,86,0.16,953.67,4,367.85,1.0,0.58,5,12,60
62,6349.37,97,0.1,926.96,6,404.49,1.0,0.51,5,13,25
39,3595.97,33,0.76,446.79,1,394.55,0.0,0.22,5,13,216
18,3616.6,0,0.43,582.36,1,187.72,0.0,0.29,5,6,316
42,4546.76,88,0.26,758.05,2,529.78,1.0,0.36,3,17,51
71,6298.56,96,0.0,946.71,3,291.62,1.0,0.3,4,9,25
71,5775.41,30,0.86,934.2,1,344.3,0.0,0.58,2,11,218
58,4845.35,76,0.5,751.82,4,415.71,0.0,0.39,5,13,91
45,6639.43,28,0.42,1026.67,2,443.02,0.0,0.48,3,14,217
54,4848.86,84,0.36,794.53,5,439.31,1.0,0.18,5,14,60
28,3606.53,14,0.47,631.51,1,239.37,0.0,0.32,4,7,261
39,6161.83,84,0.16,914.86,3,213.54,0.0,0.37,2,7,64
71,6037.23,50,0.14,917.88,2,322.75,1.0,0.46,4,10,156
72,6174.07,97,0.2,996.21,3,471.66,1.0,0.42,5,15,16
42,6262.63,3,0.2,1099.61,1,331.06,0.0,0.59,4,11,300
70,5999.98,42,0.54,1014.16,1,570.5,1.0,0.46,4,19,174
38,3852.05,6,0.61,619.13,1,284.5,0.0,0.46,4,9,294
53,5629.41,93,0.43,902.34,4,168.24,1.0,0.59,4,5,34
37,2396.18,44,0.99,398.72,1,481.33,1.0,0.38,3,16,172
33,6647.57,98,0.0,1045.19,5,472.1,0.0,0.58,3,15,6
45,3519.33,17,0.48,571.68,1,695.79,0.0,0.38,2,23,268
73,5897.41,98,0.48,918.82,3,307.8,1.0,0.45,5,10,14
46,5229.23,94,0.18,795.85,3,385.6,1.0,0.34,3,12,22
67,3297.98,0,0.29,547.69,1,449.02,0.0,0.22,2,14,308
43,3982.4,47,0.26,620.29,1,282.3,0.0,0.49,3,9,162
57,7048.75,57,0.31,1035.19,2,432.26,1.0,0.49,2,14,139
19,4995.42,38,0.64,721.15,2,139.77,1.0,0.31,5,4,194
66,7183.89,10,0.07,1167.32,1,518.83,0.0,0.52,4,17,286
27,3734.67,68,0.61,540.23,4,96.4,0.0,0.39,5,3,109
30,5469.65,54,0.31,774.11,3,450.54,1.0,0.47,3,15,156
32,4863.17,34,0.43,677.75,1,367.64,1.0,0.27,5,12,203
26,3926.43,26,0.34,537.25,2,157.52,0.0,0.36,3,5,229
44,5406.42,65,0.0,662.67,3,558.81,1.0,0.16,5,18,119
25,4234.35,93,0.36,482.48,6,181.35,0.0,0.05,5,6,32
23,4464.02,53,0.64,604.75,1,117.17,1.0,0.37,5,3,147
53,3905.48,10,0.77,494.38,1,424.52,1.0,0.18,4,14,288
67,6550.38,85,0.03,1096.56,3,423.7,1.0,0.64,4,14,45
41,2478.83,82,0.58,391.79,5,305.99,1.0,0.27,4,10,63
20,3126.62,82,0.7,325.27,3,278.69,1.0,0.24,4,9,64
43,3130.35,5,1.0,406.37,1,426.89,1.0,0.13,2,14,293
53,7236.74,57,0.31,1156.54,2,58.67,1.0,0.43,5,1,144
38,8380.09,92,0.19,1187.7,5,331.01,0.0,0.73,2,11,42
30,6176.55,31,0.0,944.44,1,472.28,0.0,0.36,4,15,224
69,6986.78,40,0.45,862.51,1,564.81,1.0,0.36,4,18,194
28,3170.37,36,0.49,504.55,1,158.19,0.0,0.24,2,5,201
25,2920.61,50,0.52,269.0,3,87.32,0.0,0.06,3,2,165
74,6154.7,21,0.41,938.67,1,198.98,0.0,0.47,3,6,241
63,5306.11,6,0.49,750.26,1,387.59,0.0,0.41,4,12,288
63,4590.76,28,0.55,607.2,2,339.64,1.0,0.34,5,11,232
65,5561.6,39,0.47,843.78,1,288.44,0.0,0.46,4,9,189
31,2273.15,39,0.69,233.48,1,563.92,0.0,0.04,3,18,199
50,4313.21,52,0.68,551.46,4,397.32,0.0,0.26,4,13,147
19,2807.03,26,0.88,454.43,1,137.62,1.0,0.33,4,4,235
69,6337.83,73,0.51,1003.68,1,503.78,1.0,0.5,5,16,98
18,2503.17,67,0.89,228.94,4,169.42,0.0,0.28,4,5,105
28,3696.67,42,0.23,526.16,3,215.06,0.0,0.33,4,7,191
23,3484.67,19,0.5,726.96,1,129.41,0.0,0.36,2,4,257
49,5265.31,43,0.3,770.81,2,265.83,1.0,0.31,2,8,188
32,4539.06,25,0.47,749.78,1,444.39,0.0,0.49,5,14,227
29,3565.71,71,0.66,521.71,4,263.28,1.0,0.24,1,8,90
54,5711.13,44,0.26,756.9,3,303.79,0.0,0.41,4,10,180
46,3685.53,35,0.66,493.31,1,452.38,0.0,0.35,5,15,213
72,5144.54,37,0.39,666.34,2,362.61,1.0,0.4,1,12,206
61,5176.69,5,0.13,928.82,1,339.47,0.0,0.51,2,11,295
39,6050.01,57,0.0,901.7,1,600.94,0.0,0.63,5,20,141
63,6786.88,29,0.0,1004.88,1,256.59,0.0,0.69,4,8,218
31,2156.01,31,0.46,156.32,1,171.61,0.0,0.04,2,5,215
36,4993.64,55,0.0,853.59,4,260.61,0.0,0.46,4,8,148
22,4135.32,9,0.65,728.05,1,134.99,0.0,0.36,4,4,290
52,5666.28,98,0.6,896.63,4,403.34,0.0,0.6,3,13,19
42,3711.72,26,0.43,429.46,1,261.91,0.0,0.25,2,8,226
67,8456.27,88,0.04,1030.47,5,490.74,0.0,0.39,5,16,45
55,4585.04,49,0.76,545.0,2,345.76,1.0,0.44,2,11,157
26,4118.13,92,0.6,636.99,6,313.45,0.0,0.35,5,10,25
24,6176.37,77,0.04,938.6,4,210.63,0.0,0.56,3,7,75
70,5666.54,36,0.27,935.62,1,254.32,0.0,0.67,4,8,208
35,3837.05,59,0.27,684.71,2,643.45,0.0,0.5,3,21,123
19,4703.38,70,0.23,509.37,1,117.62,0.0,0.27,5,3,92
69,5455.7,46,0.17,811.87,2,250.22,1.0,0.33,5,8,170
27,4198.37,35,0.01,731.68,1,111.58,1.0,0.27,3,3,197
61,4100.72,67,0.49,596.49,5,83.55,0.0,0.43,3,2,113
19,2770.39,44,0.3,698.51,1,173.58,0.0,0.22,3,5,185
62,5729.7,69,0.26,690.67,3,474.63,1.0,0.36,3,15,107
25,3487.59,48,0.64,489.9,3,251.47,0.0,0.34,5,8,166
72,4632.09,83,0.52,776.25,5,335.14,1.0,0.35,3,11,68
24,3378.16,26,0.62,545.22,1,307.67,1.0,0.4,1,10,229
52,4576.76,37,0.52,664.06,1,406.67,1.0,0.15,4,13,196
40,4621.15,59,0.71,646.08,2,378.9,1.0,0.32,3,12,128
25,4065.29,70,0.75,455.21,3,180.54,0.0,0.33,4,6,101
38,5083.87,86,0.31,755.73,5,134.16,1.0,0.34,4,4,51
50,3858.07,40,0.37,628.13,1,484.82,1.0,0.25,1,16,199
64,4661.4,79,0.81,649.28,4,264.74,1.0,0.36,5,8,79
18,2669.15,64,0.63,436.96,5,72.93,0.0,0.21,4,2,117
29,3486.42,30,0.48,526.93,1,118.35,0.0,0.41,5,3,226
28,3470.03,43,0.79,616.58,3,232.61,0.0,0.29,3,7,185
65,4231.82,18,0.59,490.24,1,329.22,0.0,0.3,3,10,248
47,6651.68,30,0.41,1061.36,3,325.34,0.0,0.52,4,10,228
21,4002.07,99,0.55,591.15,3,243.76,0.0,0.26,4,8,6
51,4278.0,90,0.73,612.8,5,590.58,1.0,0.24,2,19,33
40,4188.72,77,0.38,533.86,3,90.87,0.0,0.3,4,3,81
49,4914.87,99,0.25,719.5,5,339.83,1.0,0.22,5,11,12
20,3630.83,28,0.32,563.79,1,206.53,0.0,0.11,5,6,228
45,4164.3,23,0.89,491.37,2,567.2,1.0,0.38,5,18,250
21,4920.63,29,0.18,788.43,1,140.85,0.0,0.41,5,4,214
74,6015.63,33,0.15,930.25,2,109.21,1.0,0.45,3,3,216
67,5641.77,55,0.37,744.77,3,453.17,0.0,0.51,3,15,147
29,5705.9,54,0.41,821.0,2,117.49,0.0,0.56,2,3,141
41,6940.07,97,0.42,904.56,4,392.77,1.0,0.43,4,13,14
50,5080.32,70,0.2,669.2,2,250.9,1.0,0.43,4,8,96
20,4142.54,95,0.04,627.3,4,178.58,0.0,0.29,5,5,20
21,2233.29,34,0.82,477.23,1,209.14,0.0,0.32,3,6,208
47,4970.6,65,0.84,951.4,4,500.2,1.0,0.18,5,16,119
23,4999.74,30,0.41,705.21,1,206.06,0.0,0.57,5,6,225
66,3603.78,56,0.5,702.81,2,416.77,0.0,0.28,4,13,149
47,3328.62,37,0.92,296.12,1,483.85,1.0,0.0,3,16,190
25,6239.24,89,0.29,947.44,3,157.05,0.0,0.68,2,5,38
35,3535.88,15,0.38,463.28,1,361.85,0.0,0.28,4,12,272
33,4797.12,39,0.08,682.05,2,579.34,0.0,0.24,3,19,195
70,6196.61,51,0.0,890.21,3,447.69,0.0,0.53,4,14,154
23,4533.97,65,0.24,694.11,1,91.09,0.0,0.33,5,3,118
41,5349.77,38,0.41,716.47,1,514.8,0.0,0.4,3,17,191
68,6555.7,7,0.23,1009.5,1,404.66,1.0,0.57,2,13,291
45,4761.21,55,0.06,714.69,2,302.34,0.0,0.4,5,10,148
49,4581.51,74,0.48,654.32,3,249.66,0.0,0.37,4,8,96
42,3609.94,71,0.48,429.75,4,199.23,1.0,0.19,3,6,102
45,3944.85,60,1.0,490.45,2,323.11,0.0,0.15,2,10,128
38,4040.62,25,0.38,589.9,2,199.99,1.0,0.39,2,6,240
25,3333.44,82,0.16,319.9,3,122.26,0.0,0.02,4,4,54
53,5415.67,91,0.61,896.58,2,175.07,1.0,0.37,5,5,44
26,4230.04,3,0.6,754.68,1,66.8,0.0,0.49,3,2,302
57,3955.96,74,0.79,641.39,4,462.12,0.0,0.45,3,15,79
38,3601.29,97,0.47,521.55,5,287.55,0.0,0.43,1,9,15
68,6025.13,74,0.68,875.22,3,482.98,0.0,0.43,3,16,80
18,1880.59,65,0.84,368.54,2,132.37,1.0,0.18,5,4,106
70,5893.03,6,0.13,891.14,1,321.53,0.0,0.37,3,10,299
70,5233.62,10,0.44,739.69,1,695.47,0.0,0.24,4,23,280
21,3825.04,91,0.33,705.09,6,216.44,0.0,0.12,4,7,46
27,4913.65,63,0.26,604.61,4,250.72,0.0,0.34,1,8,115
43,4245.53,5,0.19,597.42,1,318.87,1.0,0.54,5,10,293
57,5175.35,82,0.26,789.41,5,303.21,0.0,0.36,2,10,71
20,2695.9,35,0.83,433.3,1,230.33,0.0,0.29,3,7,199
61,5584.87,52,0.23,726.34,1,328.84,1.0,0.44,5,10,162
26,2136.78,31,0.84,400.18,1,131.76,0.0,0.1,4,4,213
49,4577.29,34,0.55,439.87,1,328.12,0.0,0.21,4,10,199
20,3453.8,26,0.64,758.53,1,129.83,0.0,0.26,4,4,222
21,4101.77,87,0.37,604.68,5,146.67,0.0,0.25,4,4,58
23,5070.62,48,0.19,806.48,2,165.06,0.0,0.33,4,5,160
26,3000.36,86,0.58,502.96,3,263.72,0.0,0.21,1,8,45
43,4827.32,11,0.7,749.61,1,184.95,1.0,0.28,4,6,267
19,5069.97,9,0.62,860.23,1,278.06,0.0,0.39,5,9,279
19,3493.76,57,0.71,478.96,3,126.38,1.0,0.3,5,4,137
67,6449.94,70,0.0,883.03,4,616.0,1.0,0.36,4,20,92
38,4172.54,60,0.46,583.71,1,357.91,0.0,0.34,4,11,121
39,4497.17,61,0.7,554.18,4,203.48,0.0,0.2,4,6,122
20,2837.71,70,0.65,646.78,4,267.85,0.0,0.39,5,8,93
52,5929.79,13,0.45,895.17,1,404.11,1.0,0.35,5,13,278
67,5947.87,17,0.07,943.41,1,317.92,0.0,0.55,4,10,249
55,3610.11,36,0.34,547.39,1,445.84,0.0,0.41,5,14,196
50,5567.55,20,0.11,950.11,1,460.59,1.0,0.49,4,15,245
74,6103.18,99,0.0,869.58,5,499.49,0.0,0.4,5,16,16
32,4314.11,16,0.29,585.6,1,239.73,0.0,0.32,1,7,269
28,1610.4,77,0.78,34.79,3,237.58,0.0,0.06,5,7,86
27,3761.34,37,0.53,798.12,2,276.93,0.0,0.59,5,9,194
53,3238.25,50,0.43,429.75,1,367.25,0.0,0.06,5,12,153
31,5115.44,12,0.28,822.15,1,451.29,0.0,0.48,1,15,278
19,5115.09,57,0.03,716.78,1,197.19,1.0,0.4,3,6,134
62,5514.5,7,0.53,1006.19,2,221.72,0.0,0.62,3,7,297
65,7256.06,6,0.02,1168.7,2,467.79,1.0,0.67,4,15,290
61,4663.06,59,0.4,882.43,3,409.91,0.0,0.39,3,13,125
71,6963.87,49,0.0,1053.83,1,501.54,1.0,0.59,4,16,154
54,5220.53,75,0.49,892.99,3,328.17,1.0,0.34,4,10,82
68,5157.02,39,0.41,767.8,2,766.16,1.0,0.36,4,25,201
46,6613.71,96,0.12,1088.18,5,393.95,1.0,0.57,3,13,18
52,6393.16,1,0.03,1102.37,1,375.44,0.0,0.46,4,12,301
70,5927.2,16,0.35,888.7,1,466.9,0.0,0.31,5,15,253
37,3828.72,28,0.32,597.77,1,239.58,0.0,0.39,5,7,216
38,4151.46,20,0.71,550.58,2,613.63,0.0,0.3,4,20,249
51,3827.89,10,0.8,624.56,1,500.97,1.0,0.17,4,16,284
66,4519.86,95,0.24,741.23,4,301.8,0.0,0.28,4,10,32
70,5001.62,81,0.46,557.59,4,269.59,1.0,0.03,3,8,69
60,6951.68,31,0.0,1115.6,2,383.5,0.0,0.65,2,12,210
50,4686.45,46,0.06,817.3,2,703.62,1.0,0.64,4,23,164
36,4502.18,54,0.31,466.73,3,196.07,0.0,0.12,4,6,148
25,2417.03,24,0.64,644.43,2,274.6,0.0,0.48,4,9,239
48,6282.27,98,0.0,865.15,5,396.15,1.0,0.36,5,13,25
28,2853.36,54,0.7,377.71,1,116.99,1.0,0.22,4,3,157
25,5926.0,10,0.32,1027.19,1,158.03,0.0,0.56,5,5,288
42,5540.65,35,0.62,604.18,1,535.44,0.0,0.44,5,17,195
66,5645.5,10,0.42,950.76,1,418.2,1.0,0.49,5,13,280
37,4859.25,29,0.64,832.64,2,416.94,0.0,0.4,5,13,228
55,5053.67,7,0.32,804.72,1,232.41,0.0,0.47,4,7,280
24,3514.92,6,0.66,575.75,1,214.65,0.0,0.21,5,7,285
70,6554.42,74,0.26,990.37,3,489.6,0.0,0.28,2,16,78
30,4698.25,73,0.24,684.41,3,330.41,1.0,0.32,3,11,85
56,4705.44,82,0.45,725.22,5,235.1,1.0,0.18,4,7,71
60,7911.75,37,0.14,1163.96,1,583.82,0.0,0.63,4,19,191
27,3672.27,7,0.57,419.08,1,157.62,0.0,0.3,4,5,294
25,3837.5,4,0.54,360.64,1,221.96,1.0,0.19,4,7,289
59,3379.97,76,0.41,491.81,5,197.49,0.0,0.37,3,6,84
71,5782.3,17,0.67,597.63,1,229.93,0.0,0.2,5,7,268
60,7539.15,51,0.0,1144.15,2,402.72,1.0,0.43,3,13,153
37,5035.88,28,0.3,815.37,1,429.82,0.0,0.49,5,14,221
34,5206.09,68,0.63,689.28,1,506.15,0.0,0.36,3,16,100
28,4082.11,81,0.79,555.74,6,165.56,0.0,0.31,4,5,72
33,4637.29,43,0.37,839.84,1,431.52,1.0,0.42,4,14,172
54,6620.57,48,0.16,865.32,1,507.73,1.0,0.48,5,16,171
59,6579.42,44,0.39,1111.4,1,413.53,0.0,0.68,5,13,168
49,4602.64,54,0.64,648.57,2,469.0,0.0,0.2,5,15,147
43,4760.27,47,0.48,683.08,3,371.78,0.0,0.39,4,12,159
69,6475.47,38,0.32,852.45,1,272.48,0.0,0.4,4,9,195
54,4520.15,92,0.49,804.33,2,433.88,0.0,0.29,4,14,38
69,5858.66,93,0.0,961.69,4,324.48,1.0,0.54,4,10,26
26,3638.86,61,0.72,470.88,3,250.38,0.0,0.21,5,8,136
52,5078.7,24,0.1,683.89,1,581.92,0.0,0.35,2,19,234
20,4236.99,83,0.26,425.7,3,65.04,0.0,0.26,5,2,69
48,4831.83,61,0.35,788.93,4,327.61,1.0,0.52,5,10,121
59,6149.19,45,0.12,942.33,2,178.39,1.0,0.59,4,5,172
24,4843.95,88,0.27,537.2,4,60.74,0.0,0.17,2,2,41
19,4257.86,96,0.88,643.87,4,216.87,0.0,0.42,4,7,29
42,5085.58,8,0.59,889.5,1,466.42,1.0,0.54,4,15,295
57,5996.05,94,0.33,958.22,4,577.48,1.0,0.38,5,19,18
29,5229.18,67,0.55,653.72,2,69.72,0.0,0.46,4,2,109
47,3244.38,33,0.94,521.23,1,390.88,1.0,0.21,4,13,216
71,5066.99,69,0.18,894.23,3,597.11,1.0,0.51,2,19,100
47,4325.95,56,0.37,778.85,2,301.52,1.0,0.51,5,10,151
46,3762.42,12,0.61,469.54,1,393.73,1.0,0.28,4,13,272
58,4902.33,15,0.4,604.9,1,555.29,1.0,0.23,5,18,272
28,4347.72,50,0.38,658.56,1,220.03,1.0,0.43,1,7,155
68,5518.33,63,0.52,821.47,3,199.26,1.0,0.42,4,6,130
69,5502.63,61,0.27,751.44,3,356.61,1.0,0.46,3,11,130
40,5484.01,10,0.05,629.41,1,344.71,1.0,0.26,2,11,275
34,4797.34,12,0.68,820.63,1,242.04,0.0,0.45,1,8,275
30,3797.81,69,0.84,465.7,2,451.12,0.0,0.17,4,15,100
50,4458.6,77,0.84,537.06,4,498.02,1.0,0.36,4,16,82
18,3024.7,48,1.0,599.52,3,239.68,0.0,0.25,5,7,166
57,7416.03,31,0.02,1048.57,1,278.93,0.0,0.63,5,9,210
30,3163.28,59,0.53,413.49,2,333.5,1.0,0.23,5,11,132
55,5604.98,19,0.0,707.61,1,322.99,0.0,0.39,3,10,260
20,1756.2,28,0.59,329.76,1,100.27,0.0,0.14,4,3,221
33,3802.48,24,0.6,574.84,1,312.55,0.0,0.38,5,10,231
59,3596.92,11,0.24,677.12,2,96.6,1.0,0.32,4,3,270
24,3412.11,27,0.69,543.55,1,230.64,1.0,0.28,4,7,219
71,6253.85,22,0.31,873.39,1,315.22,1.0,0.53,5,10,246
70,4914.76,43,0.23,600.02,2,141.2,0.0,0.27,3,4,189
20,2600.47,93,0.79,415.63,5,268.48,0.0,0.36,4,8,38
31,5100.5,90,0.49,660.53,4,295.54,0.0,0.45,4,9,36
33,4826.51,52,0.18,652.54,2,336.77,0.0,0.26,3,11,147
21,3924.65,87,0.41,667.02,3,176.07,0.0,0.18,4,5,41
48,2989.04,28,0.68,528.84,1,587.31,1.0,0.18,4,19,226
30,4585.44,79,0.23,649.87,4,391.65,0.0,0.09,3,13,63
44,5655.83,67,0.0,1063.32,3,327.93,0.0,0.47,4,10,116
18,3202.26,86,0.64,506.04,5,141.1,0.0,0.25,3,4,42
42,2954.02,99,0.46,268.16,6,471.71,1.0,0.21,4,15,7
54,5075.94,19,0.04,724.99,1,226.96,1.0,0.35,4,7,257
67,6630.27,64,0.0,812.03,6,454.49,1.0,0.39,4,15,127
61,5780.99,86,0.0,837.02,5,310.24,1.0,0.39,2,10,52
28,3699.83,23,0.46,522.69,1,164.59,0.0,0.23,4,5,247
26,4271.05,8,0.79,380.5,1,130.94,0.0,0.11,4,4,294
24,5023.43,11,0.57,860.04,3,217.8,1.0,0.27,1,7,286
31,3701.53,32,0.6,689.61,1,321.35,0.0,0.33,5,10,208
47,5563.85,2,0.21,1009.14,1,458.38,1.0,0.53,5,15,299
41,4374.75,80,0.5,607.48,4,416.4,1.0,0.32,3,13,64
20,4525.32,65,0.58,651.42,1,280.83,0.0,0.21,5,9,116
65,5532.54,95,0.54,930.98,4,416.87,1.0,0.53,3,13,19
56,4248.71,46,0.32,740.15,1,362.72,1.0,0.4,5,12,175
44,2287.06,2,0.31,302.05,1,454.89,1.0,0.25,4,15,298
18,3160.01,68,0.99,599.71,3,251.78,1.0,0.56,3,8,100
55,5249.65,86,0.6,916.34,2,385.98,1.0,0.34,3,12,51
43,5474.48,46,0.32,917.95,1,206.92,0.0,0.42,3,6,163
23,2527.7,56,0.58,399.38,4,141.47,0.0,0.35,5,4,136
59,4565.68,56,0.31,661.04,4,469.18,1.0,0.26,5,15,139
29,2871.2,8,0.51,355.69,1,126.03,1.0,0.15,5,4,280
71,4197.48,53,0.15,607.23,2,499.7,1.0,0.28,3,16,146
68,6781.79,84,0.09,1010.26,4,444.31,1.0,0.43,2,14,50
55,5330.08,77,0.3,874.96,6,319.47,1.0,0.39,3,10,83
63,7295.38,47,0.0,1044.54,1,433.71,1.0,0.5,4,14,175
52,4316.73,20,0.47,806.72,1,323.22,1.0,0.47,2,10,240
27,4765.05,91,0.61,776.59,4,171.03,0.0,0.44,3,5,39
26,2672.65,77,0.55,373.01,5,169.49,0.0,0.09,4,5,80
40,5661.95,34,0.52,908.06,1,511.23,1.0,0.57,4,17,208
47,3781.59,38,0.6,767.2,1,302.46,0.0,0.3,4,10,204
69,5245.29,39,0.4,810.68,1,352.96,0.0,0.34,3,11,201
68,5583.93,46,0.11,899.05,2,364.83,0.0,0.53,4,12,181
39,5130.53,65,0.65,870.54,3,462.02,0.0,0.25,4,15,118
64,6265.56,22,0.29,947.88,1,262.19,0.0,0.46,3,8,241
26,4652.62,99,0.51,733.92,5,139.88,0.0,0.36,5,4,18
36,5000.33,35,0.57,625.69,2,485.19,0.0,0.44,3,16,202
25,4596.32,74,0.24,630.99,3,143.82,0.0,0.46,1,4,91
71,5625.77,0,0.46,816.97,1,550.64,1.0,0.42,4,18,319
21,4458.15,12,0.36,560.05,1,144.51,1.0,0.35,3,4,278
22,3435.47,99,0.48,213.51,4,248.52,0.0,0.28,5,8,22
36,4124.53,22,0.5,745.68,2,510.56,0.0,0.31,5,17,236
63,5253.62,75,0.24,805.02,4,335.56,0.0,0.44,5,11,92
35,3549.43,5,0.43,675.23,1,520.61,1.0,0.36,2,17,286
74,6562.98,13,0.05,814.48,1,326.73,1.0,0.35,4,10,271
46,5582.26,85,0.27,875.81,3,239.83,0.0,0.47,5,7,62
36,4600.47,59,0.16,793.86,3,341.65,0.0,0.37,5,11,138
23,2521.47,53,0.54,519.25,2,167.21,0.0,0.28,4,5,145
22,4939.85,36,0.47,583.84,3,170.9,0.0,0.38,4,5,201
60,4957.76,94,0.18,499.42,5,464.92,1.0,0.18,3,15,23
73,6455.47,23,0.27,1036.94,1,369.84,0.0,0.51,5,12,246
22,4405.17,69,0.78,764.24,3,169.14,0.0,0.5,4,5,101
25,5385.13,67,0.66,797.92,2,91.2,0.0,0.37,4,3,108
44,4873.82,51,0.05,833.12,3,397.85,1.0,0.43,4,13,150
54,5343.54,39,0.38,963.32,1,588.3,1.0,0.46,5,19,185
60,7129.75,38,0.0,1079.66,1,374.53,0.0,0.51,4,12,191
62,4890.41,33,0.16,628.07,1,439.55,1.0,0.27,5,14,208
55,6505.95,84,0.19,1094.0,4,288.92,0.0,0.45,3,9,57
54,5725.79,28,0.5,957.7,1,447.92,1.0,0.47,4,14,221
35,5683.2,33,0.48,909.55,2,338.69,0.0,0.36,5,11,203
43,3200.68,89,0.28,483.7,2,303.6,0.0,0.28,4,10,46
59,4563.15,40,0.49,755.15,1,503.57,0.0,0.37,3,16,197
33,3376.48,69,0.52,578.7,5,381.02,1.0,0.1,3,12,106
39,3366.69,26,0.26,540.97,1,285.73,0.0,0.57,4,9,240
63,6461.43,76,0.33,1082.44,3,296.14,0.0,0.63,4,9,75
40,4570.77,60,0.13,716.75,5,165.29,1.0,0.53,5,5,135
64,3959.06,87,0.5,514.45,3,368.45,1.0,0.21,5,12,53
20,2098.42,17,0.91,445.08,1,207.64,0.0,0.08,5,6,249
20,3728.45,75,0.56,511.84,3,180.33,0.0,0.24,3,6,88
29,4364.43,64,0.42,773.65,4,102.16,0.0,0.52,5,3,118
40,2965.26,28,0.73,596.7,1,282.67,0.0,0.19,5,9,234
64,4865.64,77,0.47,682.49,3,559.55,0.0,0.4,3,18,85
28,6552.87,53,0.36,865.27,4,177.84,0.0,0.38,4,5,144
59,5662.34,72,0.33,967.83,4,205.04,1.0,0.65,4,6,85
69,4807.42,35,0.58,833.01,1,339.35,1.0,0.55,5,11,195
64,6014.78,15,0.41,946.21,1,337.5,1.0,0.44,4,11,261
67,5488.79,58,0.5,784.86,2,416.73,1.0,0.3,2,13,140
74,5318.92,37,0.0,787.67,2,614.87,0.0,0.53,5,20,191
63,4832.33,75,0.28,760.08,3,294.8,1.0,0.42,4,9,75
46,3932.3,5,0.69,579.63,2,496.1,1.0,0.46,3,16,289
74,6275.22,10,0.33,827.58,1,427.82,1.0,0.26,3,14,288
23,3898.77,84,0.55,581.52,4,203.97,1.0,0.29,4,6,65
63,4937.0,18,0.5,893.81,1,217.05,1.0,0.36,4,7,251
33,5022.35,34,0.54,797.98,2,336.11,0.0,0.43,4,11,203
51,5337.64,5,0.31,887.73,1,605.01,1.0,0.38,3,20,294
68,4703.88,85,0.11,884.68,4,327.01,0.0,0.43,5,10,54
54,4915.45,63,0.8,983.64,3,477.47,1.0,0.61,4,15,126
28,4427.04,87,0.4,629.08,3,133.25,1.0,0.35,5,4,57
28,4722.35,28,0.45,740.82,1,144.3,0.0,0.35,2,4,229
70,4802.66,86,0.0,635.26,4,346.9,0.0,0.37,2,11,55
42,3694.82,27,0.67,552.77,1,388.79,1.0,0.26,1,12,223
36,3767.39,82,0.36,476.78,4,390.88,0.0,0.04,3,13,68
49,5971.12,48,0.18,1022.01,2,342.88,0.0,0.59,5,11,160
67,5125.82,44,0.33,623.96,1,447.69,0.0,0.5,5,14,186
25,2804.18,5,0.92,586.61,1,253.4,0.0,0.44,5,8,289
72,6820.95,84,0.51,907.33,5,484.83,0.0,0.44,4,16,64
29,2799.69,24,0.72,469.55,1,97.91,0.0,0.3,3,3,229
58,4885.65,4,0.51,669.85,1,376.55,1.0,0.37,4,12,293
52,3580.65,39,0.61,536.62,3,285.65,1.0,0.44,2,9,201
23,4213.7,83,0.38,690.53,3,146.0,0.0,0.53,3,4,61
38,4356.3,61,0.12,767.67,2,195.28,0.0,0.35,4,6,133
70,6103.82,50,0.52,885.01,1,462.19,1.0,0.51,3,15,156
43,3947.13,86,0.58,510.36,4,357.83,1.0,0.23,4,11,49
73,7465.25,2,0.13,1154.84,1,447.4,0.0,0.64,4,14,297
18,3402.33,75,0.82,539.77,4,198.66,0.0,0.06,4,6,79
34,5037.42,35,0.16,787.27,2,192.93,1.0,0.45,4,6,214
52,4886.96,18,0.22,659.2,1,428.04,1.0,0.45,4,14,264
44,4320.93,1,0.48,767.21,1,420.48,0.0,0.28,3,14,315
67,5871.84,20,0.4,669.26,1,379.3,0.0,0.28,4,12,249
67,7730.54,92,0.14,1123.34,4,375.27,1.0,0.4,4,12,35
19,3934.48,77,0.69,562.11,3,161.18,0.0,0.3,2,5,84
53,4505.0,18,0.68,631.58,1,546.86,1.0,0.25,4,18,264
18,4643.01,70,0.3,656.9,3,216.97,0.0,0.38,2,7,93
27,2165.39,88,1.0,291.47,3,119.62,0.0,0.14,3,3,41
48,7470.91,6,0.0,1058.59,1,300.41,1.0,0.62,4,10,301
74,6457.93,22,0.27,855.57,1,445.92,1.0,0.31,5,14,235
54,4243.45,68,0.47,605.09,2,399.82,0.0,0.37,5,13,114
22,3110.43,20,0.58,466.66,1,197.15,1.0,0.37,5,6,246
58,5519.83,87,0.72,739.39,4,453.29,1.0,0.42,5,15,51
